--------- beginning of main
09-02 18:45:46.590 14031 14031 E adbd    : recv: OPEN 000264e7 00000000 0095:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 61 6D 20 73 74 61 72 74 20 2D 53 20 2D 61 20 61 6E 64 72 6F 69 64 2E 69 6E 74 65 6E 74 2E 61 63 74 69 6F 6E 2E 56 49 45 57 20 2D 6E 20 6F 72 67 2E 6D 6F 7A 69 6C 6C 61 2E 66 69 72 65 66 6F 78 2F 6F 72 67 2E 6D 6F 7A 69 6C 6C 61 2E 67 65 63 6B 6F 2E 42 72 6F 77 73 65 72 41 70 70 20 2D 2D 61 63 74 69 76 69 74 79 2D 63 6C 65 61 72 2D 74 61 73 6B 00 
09-02 18:45:46.590 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:am start -S -a android.intent.action.VIEW -n org.mozilla.firefox/org.mozilla.gecko.BrowserApp --activity-clear-task
09-02 18:45:56.807 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:am start -a android.intent.action.VIEW -n org.mozilla.firefox/org.mozilla.gecko.BrowserApp -d http://192.168.88.177:8000/Social/facebook-vendor/www.facebook.com/
09-02 18:45:56.839  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673156839,-269,4255
09-02 18:45:56.885 14031 14031 E adbd    : recv: OPEN 00026514 00000000 003e:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 64 75 6D 70 73 79 73 20 63 70 75 69 6E 66 6F 20 7C 20 67 72 65 70 20 54 4F 54 41 4C 00 
09-02 18:45:56.886 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:dumpsys cpuinfo | grep TOTAL
09-02 18:45:56.893  3979  5983 I ActivityManager: START u0 {act=android.intent.action.VIEW typ=null flg=0x10000000 cmp=ComponentInfo{org.mozilla.firefox/org.mozilla.gecko.BrowserApp}} from uid 2000
09-02 18:45:56.895  3979  5983 D CustomFrequencyManagerService: acquireDVFSLockLocked : type : DVFS_MIN_LIMIT  frequency : 1560000  uid : 1000  pid : 3979  pkgName : AMS_ACT_START@CPU_MIN@8
09-02 18:45:56.895  3979  5983 D ActivityManagerPerformance: AMP_acquire() ACT_START
09-02 18:45:56.907  7948  7948 D InputMethodManager: HSIFW - flag : 0 Pid : 7948
09-02 18:45:56.907  3979  5983 V InputMethodManagerService: Client requesting input be hidden, flags : 0
09-02 18:45:56.907  3979  5983 V InputMethodManagerService: hideCurrentInputLocked : shouldHideSoftInput is false
09-02 18:45:56.911  3979  5977 D ActivityManager: isScaleDownAnimationEnabled() : false
09-02 18:45:56.914  3979  5977 D PersonaManagerService: Current focused persona service handled id set to : 0
09-02 18:45:56.915  3979  5977 D InputDispatcher: Focused application set to: xxxx
09-02 18:45:56.915  3979  5977 D InputDispatcher: Focus left window: 7948
09-02 18:45:56.917  3979  4238 D GameManagerService: handleForegroundChange(). pkgName: org.mozilla.firefox, clsName: org.mozilla.fenix.IntentReceiverActivity,FgActivityName:org.mozilla.firefox/org.mozilla.fenix.IntentReceiverActivity
09-02 18:45:56.917  3979  4238 D GameManagerService:   handleForegroundChange(). same package. game has never resumed yet. ignore
09-02 18:45:56.917  3979  5977 D MARsPolicyManager: onPackageResumedFG pkgName = org.mozilla.firefox, userId = 0
09-02 18:45:56.922  7881  7831 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 18:45:56.922  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task e97f8ab6-9bae-4180-a4bc-29bff4a73d28 (response type 1): (null)
09-02 18:45:56.922  7881  7831 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 18:45:56.922  7881  7831 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 18:45:56.923  7881  4229 E fb4a.msys: E[S task_queue_handling]MCDLightSpeedTaskExecutorNetworkCompletionCallback(1017)=>Handling send error for taskId=6 batchSize=1 queue=secure_message_over_wa_generate_cat
09-02 18:45:56.923  7881  7831 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 18:45:56.923  7881  7831 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 18:45:56.923  7881  7831 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 18:45:56.923  7881  7831 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 18:45:56.923  7881  7831 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 18:45:56.923  7881  7831 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 18:45:56.924  7881  4229 E fb4a.msys: E[S task_queue_handling]MCDLightSpeedTaskExecutorNetworkCompletionCallback(1071)=>Error content with 18 bytes: Error Domain=com.facebook.http.error Code=401 UserInfo=0xc91e2500 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 18:45:56.928  7948  7948 I zygote64: Deoptimizing java.lang.Object org.mozilla.fenix.perf.StrictModeManager.resetAfter$instrumentedFunctionBlock(org.mozilla.fenix.perf.StrictModeManager, kotlin.jvm.functions.Function0) due to JIT inline cache
09-02 18:45:56.931  3979  5977 I ActivityManager: START u0 {act=android.intent.action.VIEW typ=null flg=0x0 cmp=ComponentInfo{org.mozilla.firefox/org.mozilla.fenix.HomeActivity}} from uid 10154
09-02 18:45:56.934  3979  5977 D InputDispatcher: Focus entered window: 7948
09-02 18:45:56.944  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673156944,-269,4255
09-02 18:45:56.946  7948  7948 D ViewRootImpl@88b7945[HomeActivity]: MSG_WINDOW_FOCUS_CHANGED 0
09-02 18:45:56.948  7948  7948 D ViewRootImpl@88b7945[HomeActivity]: MSG_WINDOW_FOCUS_CHANGED 1
09-02 18:45:56.951  3979  9339 D InputMethodManagerService: startInputOrWindowGainedFocus : windowGainedFocus 
09-02 18:45:56.951  3979  9339 D InputMethodManagerService: windowGainedFocus: destinationUserId (getCallingUid) = 0
09-02 18:45:56.951  3979  9339 D InputMethodManagerService: windowGainedFocus: currentUserId=0
09-02 18:45:56.951  3979  9339 D InputMethodManagerService: windowGainedFocus: mCurrentFocusedUserId=0
09-02 18:45:56.951  3979  9339 D InputMethodManagerService: windowGainedFocus : lock - currentUserId = 0 destinationUserId = 0
09-02 18:45:56.951  3979  9339 D InputMethodManagerService: windowGainedFocus : mCurrentFocusedUserId - 0 and mSecureKeypadEnabled - false, userSwitched - false
09-02 18:45:56.951  3979  9339 W InputMethodManagerService: Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@5699cda attribute=null, token = android.os.BinderProxy@53d71a5
09-02 18:45:56.952  7948  7948 I zygote64: Deoptimizing java.util.ArrayList kotlin.collections.CollectionsKt___CollectionsKt.plus(java.lang.Iterable, java.util.Collection) due to JIT inline cache
09-02 18:45:56.956 14031 14031 E adbd    : recv: OPEN 00026517 00000000 003d:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 64 75 6D 70 73 79 73 20 6D 65 6D 69 6E 66 6F 20 7C 20 67 72 65 70 20 55 73 65 64 00 
09-02 18:45:56.957 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:dumpsys meminfo | grep Used
09-02 18:45:56.957  3979  9339 D ConnectivityService: filterNetworkStateForUid() uid: 10154 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:45:56.959  7948  8002 I zygote64: Deoptimizing void kotlinx.coroutines.internal.LockFreeLinkedListNode.finishAdd(kotlinx.coroutines.internal.LockFreeLinkedListNode) due to JIT inline cache
09-02 18:45:56.966  7948  8020 I zygote64: Deoptimizing kotlinx.coroutines.internal.LockFreeLinkedListNode kotlinx.coroutines.internal.LockFreeLinkedListNode.correctPrev() due to JIT inline cache
09-02 18:45:56.975  7948  7948 D InputMethodManager: HSIFW - flag : 0 Pid : 7948
09-02 18:45:56.975  3979  9339 V InputMethodManagerService: Client requesting input be hidden, flags : 0
09-02 18:45:56.975  3979  9339 V InputMethodManagerService: hideCurrentInputLocked : shouldHideSoftInput is false
09-02 18:45:56.978  3979  9339 D ActivityManager: isScaleDownAnimationEnabled() : false
09-02 18:45:56.979  3979  9339 D PersonaManagerService: Current focused persona service handled id set to : 0
09-02 18:45:56.979  3979  9339 D InputDispatcher: Focused application set to: xxxx
09-02 18:45:56.983  3979  4238 D GameManagerService: handleForegroundChange(). pkgName: org.mozilla.firefox, clsName: org.mozilla.fenix.HomeActivity,FgActivityName:org.mozilla.firefox/org.mozilla.fenix.HomeActivity
09-02 18:45:56.983  3979  4238 D GameManagerService:   handleForegroundChange(). same package. game has never resumed yet. ignore
09-02 18:45:56.983  3979  9339 D MARsPolicyManager: onPackageResumedFG pkgName = org.mozilla.firefox, userId = 0
09-02 18:45:56.992  7948  7948 I WebExtension: releasePendingMessages: extension=readerview@mozac.org nativeApp=mozacReaderviewActive session=org.mozilla.geckoview.GeckoSession@4916461
09-02 18:45:56.993  7948  7948 I WebExtension: releasePendingMessages: extension=readerview@mozac.org nativeApp=mozacReaderview session=org.mozilla.geckoview.GeckoSession@4916461
09-02 18:45:56.993  7948  7948 I WebExtension: releasePendingMessages: extension=readerview@mozac.org nativeApp=mozacReaderviewActive session=org.mozilla.geckoview.GeckoSession@4916461
09-02 18:45:56.993  7948  7948 I WebExtension: releasePendingMessages: extension=readerview@mozac.org nativeApp=mozacReaderview session=org.mozilla.geckoview.GeckoSession@4916461
09-02 18:45:57.004  3979  5977 V WindowManager: Relayout Window{e67d97a u0 org.mozilla.firefox/org.mozilla.fenix.HomeActivity}: viewVisibility=0 req=720x1280 WM.LayoutParams{(0,0)(fillxfill) sim=#10 ty=1 fl=#81010100 pfl=0x20000 fmt=-3 wanim=0x7f1404fa vsysui=0x2610 needsMenuKey=2 colorMode=0 naviIconColor=0}
09-02 18:45:57.009  7948  7948 D ViewRootImpl@88b7945[HomeActivity]: Relayout returned: old=[0,0][720,1280] new=[0,0][720,1280] result=0x1 surface={valid=true 533359980544} changed=false
09-02 18:45:57.016  3979  5977 D ConnectivityService: filterNetworkStateForUid() uid: 10154 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:45:57.035  3979  5977 D ActivityManager: post active user change for 0 fullscreen true isHomeActivity() false
09-02 18:45:57.046  4349  4850 D SystemServicesProxy: updateOverviewLastStackActiveTimeAsync: newTime=1693559943942
09-02 18:45:57.047  3979  5983 D SecContentProvider: query(), uri = 17 selection = isSettingsChangesAllowed
09-02 18:45:57.048  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673157048,-269,4255
09-02 18:45:57.048  3979  5983 D SecContentProvider: called from android.uid.systemui:10009
09-02 18:45:57.049  4349  4561 D SystemServicesProxy: updateOverviewLastStackActiveTimeAsync: done.
09-02 18:45:57.051  3979  5983 V WindowManager: Relayout Window{e67d97a u0 org.mozilla.firefox/org.mozilla.fenix.HomeActivity}: viewVisibility=0 req=720x1280 WM.LayoutParams{(0,0)(fillxfill) sim=#110 ty=1 fl=#81010100 pfl=0x20000 fmt=-3 wanim=0x7f1404fa vsysui=0x2610 needsMenuKey=2 colorMode=0 naviIconColor=0}
09-02 18:45:57.055  7948  7948 D ViewRootImpl@88b7945[HomeActivity]: Relayout returned: old=[0,0][720,1280] new=[0,0][720,1280] result=0x1 surface={valid=true 533359980544} changed=false
09-02 18:45:57.129  3979  5977 D ConnectivityService: filterNetworkStateForUid() uid: 10025 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:45:57.152  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673157152,-269,4255
09-02 18:45:57.167  3979  5983 D ConnectivityService: filterNetworkStateForUid() uid: 10025 networkInfo: [type: WIFI[] - WIFI, state: CONNECTED/CONNECTED, reason: (unspecified), extra: "WiFi 69", failover: false, available: true, roaming: false, metered: false]
09-02 18:45:57.256  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673157256,-269,4255
09-02 18:45:57.361  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673157361,-269,4255
09-02 18:45:57.466  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673157466,-269,4255
09-02 18:45:57.572  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673157572,-269,4255
09-02 18:45:57.616  3449  3449 I android.hardware.wifi@1.0-service: getLinkLayerStats
09-02 18:45:57.678  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673157677,-269,4255
09-02 18:45:57.782  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673157782,-269,4255
09-02 18:45:57.888  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673157888,-269,4255
09-02 18:45:57.993  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673157993,-269,4255
09-02 18:45:58.100  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673158100,-269,4255
09-02 18:45:58.206  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673158206,-269,4255
09-02 18:45:58.294  7881  4225 E fb4a.msys: E[N data-request]_HandleDataResponse(1782)=>Data request error for task eacf5463-d718-4a6b-8491-2d7f09cfdf63 (response type 1): (null)
09-02 18:45:58.296  7881  4229 E fb4a.msys: E[S task_queue_handling]MCDLightSpeedTaskExecutorNetworkCompletionCallback(1017)=>Handling send error for taskId=6 batchSize=1 queue=secure_message_over_wa_generate_cat
09-02 18:45:58.297  7881  4229 E fb4a.msys: E[S task_queue_handling]MCDLightSpeedTaskExecutorNetworkCompletionCallback(1071)=>Error content with 18 bytes: Error Domain=com.facebook.http.error Code=401 UserInfo=0xc91e2200 {MCFErrorDirectLocalizedDescriptionKey=Client error}
09-02 18:45:58.298  7881  7869 E fb4a.T157805820: TigonMhrLogger::logRequestIfNeeded
09-02 18:45:58.299  7881  7869 E fb4a.T157805820: TigonWifiInfoLogger::init
09-02 18:45:58.299  7881  7869 E fb4a.T157805820: TigonMhrFbcLogger::logRequestIfNeeded
09-02 18:45:58.299  7881  7869 E fb4a.T157805820: TigonCellTowerInfoLogger::logRequestIfNeeded
09-02 18:45:58.299  7881  7869 E fb4a.T157805820: TigonCertificateVerificationLogger::logRequestIfNeeded
09-02 18:45:58.299  7881  7869 E fb4a.T157805820: TigonTransientAnalysisLogger::logRequestIfNeeded
09-02 18:45:58.299  7881  7869 E fb4a.T157805820: TigonProviderConnectionDeviceInfoLogger::logRequestIfNeeded
09-02 18:45:58.299  7881  7869 E fb4a.T157805820: TigonCellTowerInfoPapayaLogger::logRequestIfNeeded
09-02 18:45:58.300  7881  7869 E fb4a.T157805820: NetworkUtilisationLogger::logRequestIfNeeded
09-02 18:45:58.312  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673158311,-269,4255
09-02 18:45:58.416  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673158416,-269,4255
09-02 18:45:58.521  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673158521,-269,4255
09-02 18:45:58.627  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673158627,-269,4255
09-02 18:45:58.734  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673158734,-269,4255
09-02 18:45:58.840  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673158840,-269,4255
09-02 18:45:58.898  3979  5035 D ActivityManagerPerformance: Received MSG_DISABLE_ACT_START, r: ActivityRecord{138b693 u0 org.mozilla.firefox/org.mozilla.gecko.BrowserApp t-1 f}
09-02 18:45:58.898  3979  5035 D CustomFrequencyManagerService: acquireDVFSLockLocked : type : DVFS_MIN_LIMIT  frequency : 1560000  uid : 1000  pid : 3979  pkgName : AMS_RESUME_TAIL@CPU_MIN@14
09-02 18:45:58.899  3979  5035 D ActivityManagerPerformance: AMP_acquire() TAIL
09-02 18:45:58.899  3979  5035 D CustomFrequencyManagerService: releaseDVFSLockLocked : Getting Lock type frm List : DVFS_MIN_LIMIT  frequency : 1560000  uid : 1000  pid : 3979  tag : AMS_ACT_START@CPU_MIN@8
09-02 18:45:58.899  3979  5035 D ActivityManagerPerformance: AMP_release() ACT_START
09-02 18:45:58.921  3979  3979 D PreBindingService: handleMessage : 1
09-02 18:45:58.938  3979  3979 D PreBindingService: handleMessage : 1
09-02 18:45:58.945  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673158945,-269,4255
09-02 18:45:59.050  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673159050,-269,4255
09-02 18:45:59.156  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673159156,-269,4255
09-02 18:45:59.261  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673159261,-269,4255
09-02 18:45:59.366  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673159366,-269,4255
09-02 18:45:59.472  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673159472,-269,4255
09-02 18:45:59.499  3979  3979 D CustomFrequencyManagerService: releaseDVFSLockLocked : Getting Lock type frm List : DVFS_MIN_LIMIT  frequency : 1560000  uid : 1000  pid : 3979  tag : AMS_RESUME_TAIL@CPU_MIN@14
09-02 18:45:59.583  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673159583,-269,4255
09-02 18:45:59.694  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673159693,-269,4255
09-02 18:45:59.804  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673159803,-269,4255
09-02 18:45:59.910  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673159910,-269,4255
09-02 18:46:00.000  3979  4067 D SamsungAlarmManager: Expired : 8
09-02 18:46:00.000  3979  4067 V SamsungAlarmManager: Sending to uid : 1000 action=android.intent.action.TIME_TICK alarm=Alarm{522601 type 3 when 118341432 android}
09-02 18:46:00.002  3979  4067 V SamsungAlarmManager: Sending to uid : 10074 action=com.samsung.action.EVERY_MINUTE_CLOCK_UPDATE alarm=Alarm{f0c46e7 type 1 when 1693673160000 com.sec.android.app.launcher}
09-02 18:46:00.004  5213  5213 I Launcher: onReceive: com.samsung.action.EVERY_MINUTE_CLOCK_UPDATE
09-02 18:46:00.007  3979  3979 D SamsungAlarmManager: setExact Intent (T:3/F:1/AC:false) 20230902T184700 - CU:1000/CP:3979
09-02 18:46:00.008  4349  4349 D KeyguardUpdateMonitor: received broadcast android.intent.action.TIME_TICK
09-02 18:46:00.009  4349  4349 D KeyguardServiceBoxContainer: refreshTime() 1
09-02 18:46:00.017  3979  5983 D SamsungAlarmManager: setInexact Intent (T:1/F:0/AC:false) 20230902T184700 - CU:10074/CP:5213
09-02 18:46:00.018  5213  5213 I IconView: applyFromShortcutInfo - start GetLive : com.samsung.android.calendar
09-02 18:46:00.018  5213  5213 I BitmapCacheContainer: getBitmapCache: BitmapCache expired com.samsung.android.calendar/UserHandle{0}
09-02 18:46:00.024  5213  5213 D ApplicationPackageManager: we has com.samsung.android.calendar class. reuse it 
09-02 18:46:00.026  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673160025,-269,4255
09-02 18:46:00.044  4349  4349 D KeyguardUpdateMonitor: handleStatusBarState( false )
09-02 18:46:00.053  5213  5213 I ApplicationPackageManager: load= live icon for com.samsung.android.calendar, from overlay = false
09-02 18:46:00.054  5213  5213 I LiveIconManager: getLiveIcon: complete(sync_created)
09-02 18:46:00.054  5213  5213 I IconView: applyFromShortcutInfo - end GetLive : com.samsung.android.calendar
09-02 18:46:00.055  5213  5213 I IconView: applyFromApplicationInfo - start GetLive : com.sec.android.app.clockpackage
09-02 18:46:00.058  5213  5213 D ApplicationPackageManager: we has com.sec.android.app.clockpackage class. reuse it 
09-02 18:46:00.058  5213  5213 D LiveIconLoader: getLiveIcon was called in ClockPackage
09-02 18:46:00.059  5213  5213 D LiveIconLoader: getLiveIcon res = com.sec.android.app.clockpackage
09-02 18:46:00.061  5213  5213 D LiveIconLoader: stdIconSize : 84 , targetIconSize : 94
09-02 18:46:00.061  5213  5213 D LiveIconLoader: mIconDpi : 320 , mTargetIconDpi : 280
09-02 18:46:00.071  5213  5213 I ApplicationPackageManager: load= live icon for com.sec.android.app.clockpackage, from overlay = false
09-02 18:46:00.072  5213  5213 I LiveIconManager: getLiveIcon: complete(sync_created)
09-02 18:46:00.072  5213  5213 I IconView: applyFromApplicationInfo - end GetLive : com.sec.android.app.clockpackage
09-02 18:46:00.072  5213  5213 I IconView: applyFromApplicationInfo - start GetLive : com.samsung.android.calendar
09-02 18:46:00.072  5213  5213 I IconView: applyFromApplicationInfo - end GetLive : com.samsung.android.calendar
09-02 18:46:00.083  4349  4349 D KeyguardUpdateMonitor: handleStatusBarState( false )
09-02 18:46:00.131  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673160131,-269,4255
09-02 18:46:00.183  3979  4051 D SensorService: [SO] 0.101 -0.378 9.845
09-02 18:46:00.235  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673160235,-254,4255
09-02 18:46:00.341  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673160341,-254,4255
09-02 18:46:00.407 14031 14031 E adbd    : recv: OPEN 0002651a 00000000 0029:73 68 65 6C 6C 2C 76 32 2C 54 45 52 4D 3D 78 74 65 72 6D 2D 32 35 36 63 6F 6C 6F 72 2C 72 61 77 3A 64 61 74 65 20 2D 75 00 
09-02 18:46:00.407 14031 14031 E adbd    : service_to_fd: shell,v2,TERM=xterm-256color,raw:date -u
09-02 18:46:00.450  7887  8359 I BatteryMgr:DataCollectionService: stats => 1693673160449,-254,4255
